   1    1    2    1.2638
   1    2    3   -0.3830
   2    2    4   -0.2906
   3    4    7   -0.1450
   3    5    8   -0.1050
   3    6    9   -0.0940
   4    6   10   -0.1580
   4    7   11    0.1050
   4    8   12    0.0370
   5    6   11   -0.0217
   6    7   13   -0.0088
   6    8   14    0.0411
   7    8   15    0.0476
   8    9   17   -0.0059
   8   10   18    0.0794
  10    8   18   -0.0699
  10    9   19    0.0368
  10   10   20   -0.0027
  10   11   21   -0.0360
  10   12   22   -0.0170
  10   13   23   -0.0421
  10   14   24   -0.0097
  10   15   25    0.0309
  10   16   26   -0.0065
  11   10   21    0.0418
  11   11   22   -0.0284
  11   12   23    0.0084
  11   13   24   -0.0201
  11   14   25    0.0034
  11   15   26    0.0159
  11   16   27    0.0208
  11   17   28    0.0264
  11   18   29    0.0522
  11   19   30    0.0258
  11   20   31    0.0524
  12   11   23   -0.0263
  12   12   24    0.0143
  12   13   25   -0.0280
  12   14   26    0.0049
  12   15   27   -0.0013
  12   16   28    0.0367
  12   17   29    0.0065
  12   18   30    0.0351
  12   19   31    0.0379
  12   20   32    0.0375
  14   15   29   -0.0048
  14   16   30    0.0160
  18   15   33   -0.0030
  18   16   34    0.0216
  18   17   35   -0.0018
  18   18   36    0.0269
  18   19   37    0.0003
  18   20   38    0.0120
  18   21   39    0.0065
  18   22   40    0.0181
  18   23   41   -0.0023
  18   24   42    0.0163
  18   25   43   -0.0060
  18   26   44    0.0100
  19   19   38    0.0054
  19   20   39    0.0130
  19   21   40   -0.0042
  19   22   41    0.0148
  19   23   42   -0.0003
  19   24   43    0.0025
  19   25   44   -0.0022
  19   26   45    0.0056
  19   27   46   -0.0111
  19   28   47    0.0003
  19   29   48    0.0269
  19   30   49    0.0224
  19   31   50    0.0132
  19   32   51    0.0149
  20   20   40    0.0183
  20   21   41    0.0004
  20   22   42    0.0304
  20   23   43   -0.0144
  20   24   44    0.0247
  20   25   45   -0.0232
  20   26   46    0.0000
  20   27   47   -0.0176
  20   28   48   -0.0002
  20   29   49    0.0139
  20   30   50    0.0276
  20   31   51    0.0143
  20   32   52    0.0196
  21   22   43   -0.0127
  21   23   44   -0.0143
  21   24   45    0.0027
  21   25   46   -0.0216
  22   23   45   -0.0176
  22   24   46    0.0131
  22   25   47   -0.0108
  22   26   48   -0.0041
  22   27   49   -0.0188
  22   28   50   -0.0029
  24   29   53    0.0059
  24   30   54    0.0374
  25   26   51   -0.0094
  25   27   52   -0.0320
  25   28   53   -0.0044
  25   29   54    0.0172
  25   30   55    0.0223
  25   31   56    0.0089
  26   31   57    0.0155
  26   32   58    0.0213
  28   33   61    0.0107
  28   34   62    0.0174
  30   37   67    0.0039
  30   38   68    0.0128
  31   33   64    0.0082
  31   38   69    0.0123
  31   39   70    0.0025
  31   40   71    0.0120
  31   41   72    0.0200
  31   42   73    0.0102
  31   43   74   -0.0025
  31   44   75    0.0077
  31   45   76   -0.0012
  31   46   77    0.0040
  31   47   78   -0.0047
  31   48   79    0.0025
  31   49   80   -0.0060
  31   50   81    0.0023
  31   51   82    0.0230
  32   41   73    0.0056
  32   42   74    0.0110
  34   43   77    0.0000
  34   44   78    0.0011
  36   39   75    0.0227
  36   40   76   -0.0077
  36   41   77    0.0062
  36   42   78   -0.0044
  36   43   79   -0.0004
  36   44   80   -0.0064
  36   45   81   -0.0018
  36   46   82   -0.0033
  36   47   83   -0.0048
  36   48   84    0.0013
  36   49   85   -0.0038
  36   50   86   -0.0011
  36   51   87    0.0149
  36   52   88    0.0187
  36   53   89    0.0115
  36   54   90    0.0137
  36   55   91    0.0120
  36   56   92    0.0181
  36   57   93    0.0070
  36   58   94    0.0208
  36   59   95    0.0065
  36   60   96    0.0200
  37   38   75    0.0370
  37   39   76    0.0037
  37   40   77    0.0063
  37   41   78    0.0028
  37   42   79   -0.0113
  37   43   80   -0.0015
  37   44   81   -0.0067
  37   45   82   -0.0054
  37   46   83   -0.0113
  37   47   84   -0.0063
  37   48   85    0.0031
  37   49   86   -0.0010
  37   50   87   -0.0040
  37   51   88    0.0183
  37   52   89    0.0226
  37   53   90    0.0164
  37   54   91    0.0171
  37   55   92    0.0182
  37   56   93    0.0153
  37   57   94    0.0135
  37   58   95    0.0211
  37   59   96    0.0111
  37   60   97    0.0749
  37   61   98    0.0104
  38   40   78   -0.0008
  38   41   79    0.0025
  38   42   80   -0.0024
  38   43   81   -0.0015
  38   44   82   -0.0069
  38   45   83   -0.0023
  38   46   84   -0.0061
  38   47   85   -0.0090
  38   48   86    0.0003
  38   49   87   -0.0058
  38   50   88   -0.0009
  38   51   89    0.0167
  38   52   90    0.0204
  38   53   91    0.0129
  38   54   92    0.0184
  38   55   93    0.0102
  38   56   94    0.0165
  38   57   95    0.0114
  38   58   96    0.0217
  38   59   97    0.0103
  38   60   98    0.0752
  38   61   99    0.0118
  38   62  100    0.0145
  39   48   87   -0.0015
  39   49   88   -0.0057
  39   50   89   -0.0011
  39   51   90    0.0143
  39   54   93    0.0165
  39   55   94    0.0090
  39   56   95    0.0142
  39   57   96    0.0118
  39   58   97    0.0178
  39   59   98    0.0131
  39   60   99    0.0947
  39   61  100    0.0047
  39   62  101    0.0158
  39   63  102    0.0048
  40   48   88   -0.0002
  40   49   89   -0.0081
  40   50   90   -0.0012
  40   51   91    0.0151
  40   52   92    0.0212
  40   57   97    0.0280
  40   58   98    0.0220
  40   59   99    0.0144
  40   60  100    0.0735
  40   61  101    0.0228
  40   62  102    0.0173
  41   50   91   -0.0013
  41   51   92    0.0148
  41   52   93    0.0214
  42   49   91   -0.0083
  42   50   92   -0.0031
  42   53   95    0.0099
  42   54   96    0.0219
  42   55   97    0.0033
  42   56   98    0.0211
  42   61  103    0.0231
  42   62  104    0.0104
  42   63  105    0.0140
  42   64  106    0.0101
  44   55   99    0.0109
  44   56  100    0.0193
  44   57  101    0.0075
  44   58  102    0.0203
  46   59  105    0.0072
  46   60  106    0.0168
  47   57  104    0.0083
  47   58  105    0.0150
  48   55  103    0.0141
  48   56  104    0.0171
  48   57  105    0.0094
  48   58  106    0.0167
  48   59  107    0.0083
  48   60  108    0.0111
  48   61  109    0.0024
  48   62  110    0.0164
  48   63  111    0.0080
  48   64  112    0.0099
  48   65  113    0.0068
  48   66  114    0.0075
  48   67  115    0.0027
  48   68  116    0.0089
  48   69  117   -0.0067
  48   70  118    0.0110
  49   56  105    0.0127
  49   57  106    0.0064
  49   58  107    0.0119
  49   59  108    0.0077
  49   60  109    0.0114
  49   61  110    0.0057
  49   62  111    0.0114
  49   63  112    0.0051
  49   64  113    0.0103
  49   65  114    0.0046
  49   66  115    0.0100
  49   67  116    0.0055
  49   68  117    0.0081
  49   69  118    0.0043
  49   70  119    0.0072
  49   71  120    0.0036
  49   72  121    0.0062
  49   73  122    0.0029
  49   74  123    0.0060
  49   75  124    0.0031
  49   76  125    0.0045
  49   77  126    0.0032
  49   78  127    0.0031
  50   59  109    0.0074
  50   60  110    0.0106
  50   61  111    0.0051
  50   62  112    0.0112
  50   63  113    0.0067
  50   64  114    0.0084
  50   65  115    0.0049
  50   66  116    0.0102
  50   67  117    0.0052
  50   68  118    0.0091
  50   69  119    0.0045
  50   70  120    0.0081
  50   71  121    0.0047
  50   72  122    0.0068
  50   73  123    0.0031
  50   74  124    0.0070
  50   75  125    0.0030
  50   76  126    0.0068
  50   77  127    0.0034
  50   78  128    0.0054
  50   79  129    0.0013
  50   80  130    0.0085
  50   81  131    0.0059
  50   82  132    0.0015
  52   71  123    0.0022
  52   72  124    0.0066
  52   73  125    0.0021
  52   74  126    0.0062
  54   73  127    0.0025
  54   74  128    0.0027
  54   75  129    0.0001
  54   76  130    0.0043
  54   77  131   -0.0010
  54   78  132    0.0051
  54   79  133   -0.0028
  54   80  134    0.0068
  54   83  137    0.0130
  54   84  138    0.0185
  54   85  139    0.0130
  54   86  140    0.0157
  54   87  141    0.0128
  54   88  142    0.0147
  54   89  143    0.0101
  54   90  144    0.0140
  55   64  119    0.0064
  55   65  120    0.0019
  55   66  121   -0.0146
  55   67  122    0.0004
  55   68  123    0.0047
  55   69  124    0.0008
  55   70  125    0.0052
  55   71  126   -0.0008
  55   72  127    0.0064
  55   73  128   -0.0015
  55   74  129    0.0060
  55   75  130    0.0011
  55   76  131    0.0034
  55   77  132   -0.0024
  55   78  133    0.0039
  55   79  134   -0.0010
  55   80  135    0.0036
  55   81  136   -0.0008
  55   82  137    0.0069
  55   83  138    0.0127
  55   84  139    0.0167
  55   85  140    0.0132
  55   86  141    0.0135
  55   87  142    0.0136
