   1    2    3    2.4893
  54   87  141    1.2474
  54   88  142    1.2103
  54   89  143    1.0966
  54   90  144    1.0713
  54   92  146    1.0455
  55   65  120    0.3393
  55   66  121   -0.5202
  55   67  122   -0.5834
  55   68  123    0.2099
  55   69  124    0.2270
  55   70  125    0.2486
  55   71  126    0.1828
  55   72  127    0.2335
  55   73  128    0.2048
  55   74  129    0.1888
  55   75  130    0.2987
  55   76  131    0.1900
  55   77  132    0.0423
  55   78  133    0.0637
  55   79  134    0.1234
  55   80  135    0.1110
  55   81  136    0.1198
  55   82  137    0.2619
  55   83  138    0.8448
  55   84  139    1.2733
  55   85  140    1.3016
  55   86  141    1.1687
  55   87  142    1.1923
  55   88  143    1.2206
  55   89  144    1.0219
  55   90  145    0.9959
  55   91  146    1.0135
  56   66  122    0.2521
  56   67  123   -0.1700
  56   68  124    0.1331
  56   69  125    0.1751
  56   70  126    0.1506
  56   71  127    0.1132
  56   72  128    0.1431
  56   73  129    0.1857
  56   74  130    0.1186
  56   75  131    0.1188
  56   76  132    0.0852
  56   77  133    0.0427
  56   78  134    0.0813
  56   79  135    0.0343
  56   80  136    0.0516
  56   81  137    0.0863
  56   82  138    0.1904
  56   83  139    0.8643
  56   84  140    1.3355
  56   85  141    1.2896
  56   86  142    1.1866
  56   87  143    1.2413
  56   88  144    1.2614
  56   89  145    1.1555
  56   90  146    1.0939
  56   92  148    1.1454
  57   80  137    0.0346
  57   82  139    0.2351
  58   80  138   -0.0087
  58   82  140    0.1491
  58   84  142    1.2907
  58   86  144    1.0716
  58   88  146    1.2943
  58   90  148    1.3809
  60   74  134   -0.2004
  60   76  136   -0.0744
  60   77  137   -0.0263
  60   78  138    0.0528
  60   79  139   -0.0176
  60   80  140   -0.0972
  60   81  141   -0.0840
  60   82  142    0.0976
  60   83  143    0.8771
  60   84  144    1.3330
  60   85  145    1.2630
  60   86  146    1.2430
  60   88  148    1.3839
  60   90  150    1.8527
  62   78  140   -0.1516
  62   79  141   -0.1742
  62   80  142   -0.2104
  62   81  143   -0.1704
  62   82  144    0.0270
  62   83  145    0.7758
  62   84  146    1.2865
  62   85  147    1.0965
  62   86  148    1.0704
  62   87  149    1.1115
  62   88  150    1.5945
  62   89  151    1.9318
  62   90  152    2.0210
  62   91  153    1.7629
  62   92  154    1.1067
  63   76  139   -0.0089
  63   77  140   -0.3757
  63   78  141   -0.2824
  63   79  142   -0.3948
  63   80  143   -0.2744
  63   81  144    0.0225
  63   82  145    0.1220
  63   83  146    0.8024
  63   84  147    1.2520
  63   85  148    1.1709
  63   86  149    1.2139
  63   87  150    1.1590
  63   88  151    1.4866
  63   89  152    3.5983
  63   90  153    2.7921
  63   91  154    0.8312
  63   92  155    0.5047
  63   93  156    0.1195
  63   94  157    0.6231
  63   95  158    0.7164
  63   96  159    0.7095
  64   84  148    1.2767
  64   86  150    1.2108
  64   88  152    2.0192
  64   90  154    2.1262
  64   92  156    0.9429
  64   93  157    0.6243
  64   94  158    0.7186
  64   96  160    0.8016
  65   84  149    1.0235
  65   85  150    0.9456
  65   86  151    0.9275
  65   87  152    0.8711
  65   88  153    1.4762
  65   89  154    2.9906
  65   90  155    2.0589
  65   92  157    0.4620
  65   94  159    0.5266
  66   82  148    0.0786
  66   84  150    1.1685
  66   85  151    1.0940
  66   86  152    1.1466
  66   87  153    1.1039
  66   88  154    1.3806
  66   89  155    2.0124
  66   90  156    1.8274
  66   91  157    1.2149
  66   92  158    0.9349
  66   93  159    0.5636
  66   94  160    0.6637
  66   95  161    0.6701
  66   96  162    0.6042
  66   97  163    0.6746
  66   98  164    0.7121
  67   86  153    1.6964
  67   87  154    1.1401
  67   88  155    1.4973
  67   89  156    1.4270
  67   90  157    2.2009
  67   91  158    1.9964
  67   92  159    0.6781
  67   93  160    0.4418
  67   94  161    0.5363
  67   95  162    0.7574
  67   96  163    0.5986
  67   98  165    0.5679
  68   84  152    1.3826
  68   86  154    1.3540
  68   88  156    1.4347
  68   90  158    1.6043
  68   92  160    1.3864
  68   94  162    0.9899
  68   96  164    0.7095
  68   98  166    0.6343
  68  100  168    0.6434
  68  102  170    0.7337
  69   87  156    1.0483
  69   89  158    1.2397
  69   90  159    1.2125
  69   91  160    1.2997
  69   92  161    1.0874
  69   93  162    1.0187
  69   94  163    1.1408
  69   95  164    0.9483
  69   96  165    0.7649
  69   97  166    0.6929
  69   98  167    0.6210
  69   99  168    0.6177
  69  100  169    0.6350
  69  101  170    0.6669
  69  102  171    0.6642
  69  103  172    0.5449
  70   84  154    2.1258
  70   86  156    1.6376
  70   87  157    1.3585
  70   88  158    1.3420
  70   89  159    1.4736
  70   90  160    1.3745
  70   91  161    1.2684
  70   92  162    1.3386
  70   93  163    1.3195
  70   94  164    1.2520
  70   95  165    1.2022
  70   96  166    1.0881
  70   97  167    1.1123
  70   98  168    0.8903
  70   99  169    0.7572
  70  100  170    0.7649
  70  101  171    0.6860
  70  102  172    0.7242
  70  103  173    0.7161
  70  104  174    0.5799
  70  105  175    0.4580
  70  106  176    0.5524
  71   92  163    1.3596
  71   93  164    1.3901
  71   94  165    1.3171
  71   95  166    1.4839
  71   96  167    1.4050
  71   97  168    1.2945
  71   98  169    0.9275
  71   99  170    0.7008
  71  100  171    0.7493
  71  101  172    0.6281
  71  102  173    0.7284
  71  103  174    0.7668
  71  104  175    0.6395
  71  105  176    0.5474
  71  106  177    0.6015
  71  107  178    0.6188
  71  108  179    0.5366
  72  100  172    0.8526
  72  101  173    0.5075
  72  102  174    0.6990
  72  103  175    0.2628
  72  104  176    0.4395
  72  105  177    0.6113
  72  106  178    0.4419
  72  107  179    0.5159
  72  108  180    0.5175
  72  110  182    0.2417
  74  108  182    0.3574
  74  110  184    0.5231
  74  112  186    0.4515
  75  112  187    0.5423
  76  110  186    0.4583
  76  112  188    0.4499
  76  113  189    0.4455
  76  114  190    0.3714
  76  116  192    0.3461
  77  107  184    0.5298
  77  108  185    0.3932
  77  109  186    0.5061
  77  110  187   -0.2241
  77  111  188   -0.3316
  77  112  189    0.4606
  77  114  191    0.3768
  77  116  193    0.3461
  78  102  180    0.8582
  78  103  181    0.4284
  78  104  182    0.4131
  78  105  183    0.2232
  78  106  184    0.2448
  78  107  185    0.5876
  78  108  186    0.1176
  78  109  187   -0.4558
  78  110  188    0.0858
  78  111  189   -0.0161
  78  112  190    0.2963
  78  113  191    0.2267
  78  114  192    0.3302
  78  115  193    0.4827
  78  116  194    0.3644
  78  117  195    0.4306
  78  118  196    0.3879
  78  120  198    0.4172
  79  106  185    0.2626
  79  107  186    0.2580
  79  108  187   -1.4920
  79  109  188   -1.6412
  79  110  189    0.3548
  79  111  190    0.3233
  79  112  191    0.3403
  79  113  192    0.3789
  79  114  193    0.4016
  79  115  194    0.3971
  79  116  195    0.4199
  79  117  196    0.4373
  79  118  197    0.4000
  79  119  198    0.3735
  79  120  199    0.4570
  80  103  183    0.2194
  80  104  184    0.6162
  80  105  185   -0.0430
  80  106  186    0.3631
  80  107  187   -1.8861
  80  108  188    0.3649
  80  109  189    0.2904
  80  110  190    0.3936
  80  111  191    0.3836
  80  112  192    0.4010
  80  113  193    0.3637
  80  114  194    0.4193
  80  115  195    0.5838
  80  116  196    0.4158
  80  117  197    0.3674
  80  118  198    0.4288
  80  119  199    0.3416
  80  120  200    0.4862
  80  121  201    0.5924
  80  122  202    0.5386
  80  123  203    0.5454
  80  124  204    0.5358
  80  125  205    0.5425
  80  126  206    0.5216
  81  104  185    0.5848
  81  109  190    0.5602
  81  111  192    0.3790
  81  112  193    0.4018
  81  113  194    0.3699
  81  114  195    0.4474
  81  115  196    0.3717
  81  116  197    0.3453
  81  117  198    0.3789
  81  118  199    0.5012
  81  119  200    0.5242
  81  120  201    0.5204
  81  121  202    0.5769
  81  122  203    0.5174
  81  123  204    0.6078
  81  124  205    0.5200
  81  126  207    0.5282
  82  102  184    0.7538
  82  103  185    0.6124
  82  104  186    0.5180
  82  105  187    0.5087
  82  106  188    0.6014
  82  107  189    0.5276
  82  108  190    0.4480
  82  109  191    0.2813
  82  110  192    0.4232
  82  111  193    0.4403
  82  112  194    0.3925
  82  113  195    0.4315
  82  114  196    0.3944
  82  115  197    0.3128
  82  116  198    0.4403
  82  117  199    0.4576
  82  118  200    0.4812
  82  119  201    0.5541
  82  120  202    0.5225
  82  121  203    0.5458
  82  122  204    0.5475
  82  123  205    0.5654
  82  124  206    0.5559
  82  125  207    0.6472
  82  126  208    0.6208
  82  127  209    0.8886
  82  128  210    1.1129
  82  129  211    1.0822
  82  130  212    1.0746
  82  132  214    1.0413
  83  121  204    0.5264
  83  122  205    0.5448
  83  123  206    0.5629
  83  124  207    0.5363
  83  125  208    0.6393
  83  126  209    0.6128
  83  127  210    0.8705
  83  129  212    1.0821
  84  110  194   -0.2935
  84  111  195   -0.3215
  84  112  196   -0.1721
  84  113  197   -0.0834
  84  114  198    0.0557
  84  115  199    0.0613
  84  116  200    0.2964
  84  117  201    0.3752
  84  118  202    0.4607
  84  119  203    0.6021
  84  120  204    0.5476
  84  121  205    0.5204
  84  122  206    0.5788
  84  123  207    0.6367
  84  124  208    0.5931
  84  125  209    0.7430
  84  126  210    0.6880
  84  127  211    0.9601
  84  134  218    0.9663
  86  118  204    0.2664
  86  120  206    0.4098
  86  121  207    0.4733
  86  122  208    0.4861
  86  123  209    0.5214
  86  124  210    0.5056
  86  125  211    0.6161
  86  126  212    0.5889
  86  134  220    1.1320
  86  135  221    1.1061
  86  136  222    1.0974
  87  117  204    0.1303
  87  118  205    0.2784
  87  119  206    0.5404
  87  120  207    0.4565
  87  121  208    0.4630
  87  122  209    0.5217
  87  123  210    0.5974
  87  124  211    0.5531
  87  125  212    0.6466
  87  126  213    0.6369
  87  132  219    0.8695
  87  133  220    0.9320
  87  134  221    1.4228
  87  135  222    1.3801
  87  136  223    1.1028
  87  137  224    1.1729
  87  138  225    1.1096
  87  139  226    0.8895
  87  140  227    1.5422
  87  141  228    1.4492
  87  142  229    0.9656
  87  144  231    0.9772
  88  122  210    0.4546
  88  123  211    0.5130
  88  124  212    0.5029
  88  125  213    0.6198
  88  126  214    0.6041
  88  134  222    1.3495
  88  135  223    1.2346
  88  136  224    1.1722
  88  137  225    1.2306
  88  138  226    1.1555
  88  139  227    0.9712
  88  140  228    1.1140
  88  141  229    1.1785
  88  142  230    1.3049
  88  144  232    1.1591
  90  139  229    0.9328
  90  140  230    1.1131
  90  142  232    1.0952
  92  143  235    0.8353
  92  144  236    0.8754
  92  146  238    0.8799
  94  146  240    1.0484
  94  147  241    0.9306
  94  148  242    0.7745
  94  150  244    0.7974
  95  148  243    0.7658
  96  148  244    0.9104
  96  150  246    0.8452
  96  152  248    0.7982
